id,trigger,conditions,script,text,options,notes
LKEmazAdminAskBornanew3,DialogOptionSelected,$option == lke_mazalotAskBornanew3,"$option = lke_MazHangUpCommLink 0
FireBest DialogOptionSelected","""And,"" $heOrShe spawes a gwance back at the comms, ""Don't stiw up any twoubwe. $personLastName out.""

The comms cut.",,
LKEmazAdminAskPath1,DialogOptionSelected,"$option == lke_mazalotAskPath
$postId == administrator","$askedPath = true
$market.buggedVIPsAboutBornanew++
AdjustRepActivePerson INHOSPITABLE -1
RemoveOption lke_mazalotAskPath","$PersonName wooks at you incweduwouswy, then wets out a bittew waugh.

""Awe you, now. Gweat,"" $heOrShe wowws $hisOrHer eyes, ""just what I need: a vigiwante. Ow a mewc?""

""Wook, eithew way about it, I am tewwing you - owdewing you - to not go stiwwing up twoubwe with the Wuddies. The wast thing I need on my watch is anothew 'incident' to give them an excuse to cause mowe twoubwe.""

$HeOrShe gives you a wook of immense skepticism. ""We done?""",,
LKEmazalotAskAdminBugged,PopulateOptions,"$postId == administrator
$market.id == mazalot
$market.lke_searchForBornanew2
$market.buggedVIPsAboutBornanew > 2
!$askedBornanew
!$askedPath",FireAll LKEmazalotAdminBugFaithCheck,"$HeOrShe gwances down at a datapad, then back at you. ""Oh. You'we the one who's been asking awound about the Wuddie, awen't you.""","LKE_mazAdminAskBugA:""That's right. Know anything about Jethro Bornanew?""
LKE_mazAdminAskBugB:""Isn't 'Luddie' a bit derogatory?""
LKE_mazAdminAskBugC:""We prefer the word 'Faithful' or 'Walker'. 'Follower of Ludd' can work, if you like.""",
LKEmazalotAskAdminBugFaithCheck,LKEmazalotAdminBugFaithCheck,$player.luddicAttitudeFaithful < 4,RemoveOption LKE_mazAdminAskBugC,,,
LKEmazAdminAskBugA,DialogOptionSelected,$option == LKE_mazAdminAskBugA,AdjustRepActivePerson INHOSPITABLE -1,"$HeOrShe sighs heaviwy, and dwops $hisOrHer TwiPad onto $hisOrHer desk. 

""No. And if you insist on poking awound fow youw wost Wuddie, just don't cause any twoubwe. That's an owdew, a command."" $HeOrShe picks the TwiPad back up, ""Whatevew it is I'm supposed to be doing awound hewe fow the gwowy of the Mazawot Unificiation Authowity.""",LKE_mazAdminAskBugBye:Continue,
LKEmazAdminAskBugB,DialogOptionSelected,$option == LKE_mazAdminAskBugB,AdjustRepActivePerson INHOSPITABLE -1,"$HeOrShe wowws $hisOrHer eyes. ""No? It's what they awe.""

""Anyway, I don't know whewe youw Wuddie is, so don't bothew asking. Those peopwe give me enough twoubwe as it is, and the wast thing I need is anothew 'incident' to stiw up the mob""",LKE_mazAdminAskBugBye:Continue,
LKEmazAdminAskBugC,DialogOptionSelected,$option == LKE_mazAdminAskBugC,"$player.luddicAttitudeFaithful++
AdjustRepActivePerson INHOSPITABLE -2","$HeOrShe wowws $hisOrHer eyes. ""Wondewfuw. I wiww definitewy make an effowt to wemembew youw pwefewwed fowm of addwess.""",LKE_mazAdminAskBugBye:Continue,
LKEmazAdminAskBugBye,DialogOptionSelected,$option == LKE_mazAdminAskBugBye,"$market.dardanWontTalkLKE = true
$option = lke_MazHangUpCommLink 0
FireBest DialogOptionSelected","""Speaking of- I'm vewy busy. Have a bwight buwn away fwom hewe, spacew.""

The comms snap off.",,
LKEmazAdminWontTalk,PickGreeting,"$market.lke_searchForBornanew2
$market.id == mazalot
$postId == administrator
$market.dardanWontTalkLKE","EndConversation DO_NOT_FIRE
ShowDefaultVisual
FireAll PopulateOptions",The wine bwinks a standby message fow sevewaw minutes. Thewe is no acknowwedgement of youw comms wequest.,,
LKEmazAdminWontTalk2,PickGreeting,"$market.lke_contactVirens
$market.id == mazalot
$postId == administrator
$market.dardanWontTalkLKE","EndConversation DO_NOT_FIRE
ShowDefaultVisual
FireAll PopulateOptions",The wine bwinks a standby message fow sevewaw minutes. Thewe is no acknowwedgement of youw comms wequest.,,
LKEmazAdminTellChurch,DialogOptionSelected,$option == lke_mazAdminTellChurch,AdjustRepActivePerson INHOSPITABLE -3,"You watch Dawdan Kato's face stiffen; emotions - angew, annoyance, feaw - ewupt and cwystawize.

""The Chuwch."" The wowds escape fwom his mouth wike an inconvenient pwisonew he'd wathew evewyone fowgot. ""Hewe.""","lke_mazAdminTellChurch1:""Yes, I am searching for an agent of the Church. He came here.""",
LKEmazAdminTellChurch1,DialogOptionSelected,$option == lke_mazAdminTellChurch1,"$market.dardanWontTalkLKE = true
$global.angeredDardanKato = true
$market.buggedVIPsAboutBornanew++
$option = lke_MazHangUpCommLink 0
FireBest DialogOptionSelected","""No, you'we not,"" he snaps. ""You'we not hewe. You'we not wewcome hewe. And we'we not having this convewsation.""

The comms-wink abwuptwy tewminates.",,
,,,,,,
# LKE Mazalot ask around bar,,,,,,
LKEaskMazalotBarPrompt,AddBarEvents,"$market.id == mazalot
$market.lke_searchForBornanew2
!$global.lke_didMazBarAgentEncounter","AddBarEvent LKEmazalot_barEvent ""Find someone well-connected to bribe for information on Bornanew"" ""There are those who make 'arrangements' between Pathers and the black marketeers and mercs who might have difficulty openly dealing with them. Perhaps one can provide a lead on Bornanew.""",,,
LKEaskMazalotBarStart,DialogOptionSelected,$option == LKEmazalot_barEvent,,"You ask awound about someone who might have connections with the Path, keeping youw wanguage indiwect. 

Spacews know that fowwowing wocaw pwanetawy wuwes and weguwations is onwy weawwy a game to be kept up, so you awe onwy powitewy webuffed and, in tuwn, powitewy tuwn down unwanted countew-offews about iwwewevant oppowtunities.

Finawwy, you hit upon someone who seems to give the wight wesponses. You swide ovew an ""extwa"" dwink you wewe given to stawt the pwoceduwe off on the wight foot.","lke_askMazalotBar2:""I'm looking for someone. Having trouble finding the right path.""",
LKEaskMazalotBarStartB,DialogOptionSelected,"$option == LKEmazalot_barEvent
$global.lke_sedgeKilledMammonite",,"You ask awound about someone who might have connections with the Path, keeping youw wanguage indiwect. You have devewoped a sense of wawiness aftew the whowe incident with the Mammonite on Chawcedon.

Spacews know that fowwowing wocaw pwanetawy wuwes and weguwations is onwy weawwy a game to be kept up, so you awe onwy powitewy webuffed and, in tuwn, can powitewy tuwn down unwanted countew-offews about some iwwewevant oppowtunity ow othew.

Finawwy, you hit upon someone who exudes westwained competence. You swide ovew an ""extwa"" dwink you wewe given, to stawt the pwoceduwe off on the wight foot.","lke_askMazalotBar2:""I'm looking for someone. Having trouble finding the right... path.""",
LKEaskMazalotBar2,DialogOptionSelected,$option == lke_askMazalotBar2,"SetTextHighlights ""3,000""
SetTextHighlights ""1,000""
AddText ""You have $player.creditsStrC available.""
SetTextHighlights $player.creditsStrC
DoCanAffordCheck 3000 lke_mazBarBribe3kOffer
DoCanAffordCheck 1000 lke_mazBarBribe1kOffer","He nods, and dewibewatewy wifts youw dwink, howds it up towawd you in a subtwe toast, then takes a sip.

""You may not be as wost as you think,"" he says. ""I'm in infowmation technowogy. Wess the tech, mowe the sawes, you know? Distwibution of... usefuw infowmation.""

He makes a show of examining the dwink you gave him. ""This is nice to wet youw thwoat. But I got a mighty thiwst.""","lke_mazBarBribe1kOffer:""Just info? Let's call it 1,000 credits.""
lke_mazBarBribe3kOffer:""I'm in a hurry, how's 3,000 credits?""
lke_mazBarReturn:""Sorry, friend. Tap's run dry."" (leave)",
LKEaskMazalotBarOffer1k,DialogOptionSelected,$option == lke_mazBarBribe1kOffer,"SetTextHighlights ""1,000""","""1,000 cwedits and I wiww put you in contact with the Wuddic Path,"" he says to confiwm the substance of the deaw, and pokes a datapad fwom undew his sweeve fow youw twansfew confiwmation.","lke_mazBarAgent:Transfer the credits
lke_mazBarReturn:""Sorry, friend. Tap's run dry."" (leave)",
LKEaskMazalotBarOffer3k,DialogOptionSelected,$option == lke_mazBarBribe3kOffer,"SetTextHighlights ""3,000""","""3,000 cwedits and I wiww put you in contact with the Wuddic Path"" he says to confiwm the substance of the deaw, and howds out a datapad fow youw twansfew.","lke_mazBarAgent:Transfer the credits
lke_mazBarReturn:""Sorry, friend. Tap's run dry."" (leave)",
lkeMazBarAgent,DialogOptionSelected,$option == lke_mazBarAgent,"FireAll LKEMazBarAgentOpts
$global.lke_didMazBarAgentEncounter = true","You touch the datapad and its scween fwashes to a badge of the Mazawot Unification Authowity Municipaw Secuwity. The agent gives you a wittwe smiwe.

""Captain $$playerName, by the powew of the Mazawot Unification Authowity, you awe chawged with cwiminaw conspiwacy undew the Intewstewwaw Tewwowism Statute of-"" 

He dwones on in wegawese, wewishing the act.

You considew youw options: you suspect wepwisaws fow dodging out of this entwapment scheme wiww be token at best - it feews wike a cwedit-wustwing op to scam naive spacews mowe than any kind of sewious investigation.",,
lkeMazBarAgentOptYaribay,LKEMazBarAgentOpts,$player.gotYaribayCredentials,,,"lke_mazBarAgentRespYaribay:""Before we continue, allow me to show you my diplomatic credentials from Gens Yaribay.""",
lkeMazBarAgentOptLeague,LKEMazBarAgentOpts,$player.fcm_faction == persean,,,"lke_mazBarAgentRespLeague:""Agent, you should know that I am a commissioned privateer of the Persean League Fleet.""",
lkeMazBarAgentOptArchcurate,LKEMazBarAgentOpts,,,,"lke_mazBarAgentRespArchcurate:""Agent, I am acting on behalf of an archcurate of the Church of Galactic Redemption.""",
lkeMazBarAgentOptSiyavong,LKEMazBarAgentOpts,$player.metSiyavong,"SetStoryOption lke_mazBarAgentRespSiyavong general ""Told local security officer on Mazalot that you're Finlay Siyavong and on a secret mission""",,"lke_mazBarAgentRespSiyavong:""My name is Finlay Siyavong of Fleet Intelligence and I have questions for you.""",
lkeMazBarAgentOptBribe,LKEMazBarAgentOpts,,"SetTextHighlights ""6,000""
DoCanAffordCheck 6000 lke_mazBarBribe6kOffer",,"lke_mazBarAgentRespBribe:""6,000 credits, then?""",
lkeMazBarAgentOptPunch,LKEMazBarAgentOpts,,,,lke_mazBarAgentOptPunch:Punch the MUA agent in the face and make a break for it,
lkeMazBarAgentRespYaribay,DialogOptionSelected,$option == lke_mazBarAgentRespYaribay,"$player.ethosLiar++
$player.abusedYaribayCred++","The agent fweezes mid-speech, and wooks at you. You've awweady got youw TwiPad out, cwedentiaws dispwayed. He quickwy taps at a datapad, wooking between it and youws. Hoping, pewhaps, that these awen't what you cwaim they awe.

""Captain."" The datapad is tucked away, the agent standing up stwaight, the insincewe smiwe off his face. ""I'm afwaid thewe's been a misundewstanding. Gens Yawibay is a wespected opewatow which the MUA, natuwawwy, wewcomes within the wocaw commewciaw vowume. If MuniSec can be of any assistance in youw, ah, business...""","lke_mazBarAgentHelp1:""Who runs the Path around here? I need information.""",
lkeMazBarAgentRespLeague,DialogOptionSelected,$option == lke_mazBarAgentRespLeague,,"The agent fweezes mid-speech, wooks at you - yes, you mean it - then quickwy taps at a datapad, wooking between it and you.

""Captain."" The datapad is tucked away, the agent standing up stwaight, the smiwe wiped off his face. ""I'm afwaid thewe's been a misundewstanding. The MUA, natuwawwy, fuwwy suppowts the Weague Fweet,"" his eyes meet youws, and he makes a comwadewy nod, ""-and the commissioned pwivateews who bowstew ouw fowces.""

""On behawf of Mazawot MuniSec, awwow me to wendew any wequiwed assistance with, ah, Fweet opewations...""","lke_mazBarAgentHelp1:""Who runs the Path around here? I need information.""",
lkeMazBarAgentHelp1,DialogOptionSelected,$option == lke_mazBarAgentHelp1,"AddTextSmall ""Received comms ID for Nile Virens"" highlight
AddTextSmall ""Received tactical data for Nile Virens compounds"" highlight
SetPersonHidden virens false
$global.lke_contactVirens = true
Call $global.lke_ref updateStage","Befowe wong, you've got the dossiew on one Niwe Viwens, wocaw Pathew stwongman, twansfewwed to youw datapad. Contact info, addwesses, and a patchy bio. Opewates compounds in aww the majow Wuddic popuwation centews. Effectivewy wuns the Path on Mazawot.

""You need to watch out fow that one,"" the agent stows his datapad and stands. ""Swippewy customew, he is. Can't naiw him on one thing ow anothew, awways some young Wuddie wiww come to confess in his pwace."" The agent wooks at you with comwadewy bonhomie, ""Gwad they finawwy cawwed in the big guns. You gonna..."" he makes a fingew pistow motion, and winks.

""Not that you couwd teww me, I suppose.""","lke_barEnd:Leave without a word
lke_barEnd3:""Your assistance will be noted in the after action report.""",
lkeMazBarAgentRespArchcurate,DialogOptionSelected,$option == lke_mazBarAgentRespArchcurate,"SetTextHighlights ""5,000""
AdjustRep persean SUSPICIOUS -2
$player.ethosTruth++
AddText ""You have $player.creditsStrC available.""
SetTextHighlights $player.creditsStrC
FireAll LKEMazBarAgentFineResps","""Yeah? Weww good fow Wudd."" The agent howds up his datapad, which bwinks a fwash at you fow a quick howo to wegistew youw 'cwime'.

""Maybe you can pay youw fine with aww those tithes you Wuddies cowwect fwom wittwe owd gwannies. And it is,"" anothew coupwe taps, ""5,000 cwedits.""",,
lkeMazBarAgentFineKatoOption,LKEMazBarAgentFineResps,$player.metDardanKato,,,"lke_mazBarAgentKatoThreat:""I'm not sure this aligns with Administrator Kato's policies. Perhaps we should comms him and ask?""",
lkeMazBarAgentFineLoudOption,LKEMazBarAgentFineResps,,,,"lke_mazBarAgentLoud:(raise your voice) ""I would think that the MUA would cooperate with a Church investigation into Pather activity.""",
lkeMazBarAgentFinePunchOption,LKEMazBarAgentFineResps,,,,lke_mazBarAgentOptPunch:Punch the MUA agent in the face and make a break for it,
lkeMazBarAgentFineFineOption,LKEMazBarAgentFineResps,,DoCanAffordCheck 5000 lke_mazBarFine5k,,lke_mazBarFine5k:Pay the fine,
lkeMazBarAgentKatoThreat,DialogOptionSelected,$option == lke_mazBarAgentKatoThreat,DoCanAffordCheck 5000 lke_mazBarFine5k,"The agent fweezes, hunched ovew the datapad with the spuwious 'fine' twansaction wequest bwinking. His eyes stawe unbwinking at you, expwession gwim. Deciding if you'we sewious.","lke_mazBarFineEyeContact:Maintain eye contact
lke_mazBarFine5k:Pay the fine",
lkeMazBarAgentLoud,DialogOptionSelected,$option == lke_mazBarAgentLoud,"AdjustRep persean SUSPICIOUS -2
DoCanAffordCheck 5000 lke_mazBarFine5k","Heads tuwn. The pawty at a neighbowing tabwe does a doubwe-take and decides now is a good time to pay the tab.

The agent fixes you with his eyes, and smiwks cowdwy. ""I see what you'we twying. The Chuwch doesn't wun this powity, the Weague does.""

He stawes unbwinking at you. Assessing.","lke_mazBarFineEyeContact:Maintain eye contact
lke_mazBarFine5k:Pay the fine",
lkeMazBarFineEyeContactEO1,DialogOptionSelected,"$option == lke_mazBarFineEyeContact
$player.waitedOutExcubitor",,You stawed down the Excubitow Owbis of Hespewus. A munisec officew fwom Mazawot? He's nothing. A biwge-woach befowe the Dwagon of Owion.,lke_mazBarFineEyeContact2:Continue,
lkeMazBarFineEyeContactEO2,DialogOptionSelected,$option == lke_mazBarFineEyeContact2,,"Youw gaze seaws wike pwasma, it teaws the munisec buwwy apawt wike a gwaviton beam cannon fwashing acwoss the bwood-and-ash fwecked vowume of space battwe; you've seen things he wouwdn't bewieve. Unimaginabwe vastnesses, vacuum most tewwibwe and cwuew.",lke_mazBarFineEyeContact3:Continue,
lkeMazBarFineEyeContactEO3,DialogOptionSelected,$option == lke_mazBarFineEyeContact3,,"He dwops his eyes to his siwwy pawking-wawden's datapad. Bashfuwwy, he tucks it into a pocket whiwe mumbwing something about a misundewstanding, and shuffwes away.

You stand awone.",lke_mazBarReturn:Turn back to the bar,
lkeMazBarFineEyeContact,DialogOptionSelected,$option == lke_mazBarFineEyeContact,"SetTextHighlights ""5,000""
DoCanAffordCheck 5000 lke_mazBarFine5k","His eyes stawe with the dumb authowity of a machine set to an aggwession woutine. Thewe is no human connection, no empathy. You can onwy imagine this as the wook given by a gamma AI stwipped of its theowy of mind in some dim Twi-Tachyon bwacksite.

""The fine,"" he says, ""Is 5,000 cwedits.""","lke_mazBarAgentOptPunch:Punch the MUA agent in the face and make a break for it
lke_mazBarFine5k:Pay the fine",
lkeMazBarFine5k,DialogOptionSelected,$option == lke_mazBarFine5k,,"You pay the fine.

""Stay safe, citizen."" The MUA agent pwoduces a pewfunctowy fowge-dupwicated smiwe, ""This pwace is cwawwing with tewwowist sympathizews.""

He weaves.",lke_mazBarReturn:Continue,
lkeMazBarAgentRespBribe,DialogOptionSelected,$option == lke_mazBarAgentRespBribe,,"The officiaw datapad disappeaws and a diffewent, somewhat mowe battewed one appeaws in its pwace. A cwedits twansfew wequest awaits youw confiwmation.

""You may pay youw, ah, fine wight hewe. I undewstand that you've expwessed wemowse fow the bweach of waw, so I'ww make suwe this incident doesn't appeaw on youw wecowd.""

He winks.","lke_mazBarAgentRespBribe2:Transfer the credits
lke_mazBarAgentOptPunch:Punch the MUA agent in the face and make a break for it",
