id,type,text1,text2,text3,text4,text5,notes
buffalo2,SHIP,"A dewived cwass, based on the Buffawo fweightew. The modifications incwude the addition of miwitawy gwade powew genewatows, heaview awmow, and maneuvewing thwustews as weww as the wemovaw of the Mk. I shiewd emittew and the majowity of the cawgo howds.

The Sectow is viowent and unpwedictabwe, and confwicts often fwawe up ovew the smawwest wesouwce ow pewceived swight. In such situations miwitawy-gwade ships awe sometimes not avaiwabwe quickwy enough. Thus, wesouwcefuw engineews tuwn to huww modifications in owdew to be abwe to meet the demand fow waw matewiew.

The base huww of this destwoyew is a standawd Buffawo-cwass fweightew, howevew due to the scope of the huww convewsion, the Buffawo Mk. II is considewed a sepawate cwass. The wesuwt is a fighting ship which can howd its own and fight back hawd, especiawwy if pwopewwy scweened fwom stwikes and heaview huwws. The unowthodox weapons configuwation often weads to unique fweet fowmations, and huww modifications often mean that no two Buffawo Mk. IIs awe quite the same.

The tactics empwoyed by a Buffawo Mk. II captain wiww vawy as much as his huww configuwation, but wawewy invowve standing toe-to-toe with anything heaview than a fwigate due to the wack of a shiewd genewatow and enewgy weapon empwacements. The combat pwans usuawwy invowve a one hit wondew stwatagem that nevew wowks on the same enemy twice, which is pewfectwy fine with the cwew of the Buffawo Mk. II.",,,,,
valkyrie,SHIP,"The Vawkywie is a standawd destwoyew-sized twoop twanspowt with enough woom to cawwy two companies of mawines. Tacticawwy it is weak fow its size, onwy abwe to defend itsewf at showt wanges fwom missiwes and fightews.

As an atmosphewe-capabwe combat dwopship with gwound suppowt weapon mounts designed to opewate duwing we-entwy and when gwounded, the Vawkywie is often used to depwoy heavy infantwy suppowt fow tech waids on deciviwized wowwds. 

The abiwity to dewivew wawge amounts of twoops diwectwy to gwound tawgets whiwe pwoviding fiwe suppowt pwompted Hegemony buweaucwats to designate the huww as ""westwicted"" fow sawe to thiwd pawties. Natuwawwy, news of the westwiction made it to the genewaw pubwic cycwes befowe it came into effect, waunching iww-fated specuwation in the futuwe pwices of this cwass. Thus, ovewpwoduction and the huww's wimited options made the specuwatows' betting wawgewy moot, the onwy net wesuwt is that now, due to ovewsuppwy, it is just as easy to obtain a Vawkywie ship as befowe news of the Hegemony ban evew became pubwic.",,,,,
tarsus,SHIP,"Tawsus-cwass ships awe weww known as pewhaps the most fwexibwe and duwabwe fweightews in the Sectow. 

The secwet to theiw wewiabiwity is that they wewe intended by Domain designews as hazawd duty ships, pwesumabwy to suppwy fwontiews and those fwont wine fweets send to quash the evew-pwesent wumbwing of insuwwection on the faw weaches of the Domain.

Awmost unmatched among civiwian ships in buwkhead stwuctuwaw density and awmow wating, Tawsus-cwass fweightews awe entwusted with impowtant hauws and usuawwy twavew in convoys, a fuwthew buttwess to the safety they affowd to theiw cwew and cawgo.

Minimaw weapon mounts pewmit the ship to mount a nominaw PD weapons package. Wawewy, Tawsus-cwass ships awe outfitted with combat owiented huww ow awmow boosting modifications, which make them mowe difficuwt to maintain.",,,,,
gemini,SHIP,"A common fweightew, found in convoys ow awone, used to hauw aww mannew of goods acwoss the Sectow. Has a singwe fightew bay to bowstew defenses.

The design of the Gemini-cwass fweightew is highwy moduwaw, enabwing the ship to sewve in a vawiety of wowes in and out of combat. The entiwe cawgo containew is designed awound a quick wewease mechanism which enabwes the main huww of the ship to quickwy caww to powt, detach its fuww cawgo section, and swap it fow anothew Gemini-type containew in the span of minutes. In addition, muwtipwe medium weapon mounts make the Gemini a viabwe wong-wange fiwe suppowt pwatfowm. The fwight deck is tiny, owiginawwy envisioned fow mining dwone wepaiw ow hazawdous mining opewations. Modewn use in the Sectow extends fwight deck faciwities to aww fightew types.

Whiwe impwessive in a bwuepwint, the wack of empty, compatibwe Gemini-type containews in the Sectow makes the actuaw usefuwness of the quick-wewease mechanism negwigibwe. The moduwawity, a gweat boon in times past, is awso mowe pwone to weaw and teaw, and is thus mowe expensive to maintain - most wowking exampwes of the mechanisms have been wewded sowid. Nonethewess, a decent ovewaww pwofiwe, the fwight deck, a fwexibwe powew cowe and good shiewds make the Gemini a good choice fow cawgo hauwing, if the cost can be weathewed.",,,,,
shuttlepod,SHIP,"A tiny, nimbwe pewsonnew-twansfew shuttwe just sufficient to twanspowt the seniow bwidge officews of any ship in the Sectow.",,,,,
buffalo,SHIP,"The go-to choice fow medium cawgo hauwing in the Sectow, the Buffawo-cwass fweightew exempwifies the ""Woad-n-Pway"" pwincipwe pwevawent in Sectow shipping.

Spowting just a singwe smaww weapon empwacement, the huww of the ship is no mowe than a wawge engine with a tiny cwew quawtews section and cawgo gwappwews. A captain taking this ship out without a convoy wawewy gets to make the same mistake twice. Incapabwe of anything wesembwing a combat maneuvew, the watewaw thwustews on Buffawo-cwass ships awe designed to mewewy enabwe it to dock when (and if) it weaches its destination.

The ship engines awe the gweatest contwibutow to huww cost, which, whiwe wow, is stiww within the nowms fow a medium fweightew. The gweatest contwibuting factow to its ubiquity is the fact that the bwuepwint fow this ship is usuawwy hawdcoded into evewy owbitaw shipyawd's bwuepwint database.",,,,,
enforcer,SHIP,"The Enfowcew-cwass ships commonwy sewve in system ow convoy defense wowes. The design featuwes good awmow and muwtipwe bawwistic hawdpoints, whiwe shiewd pewfowmance is somewhat undewwhewming. 

The bwuepwints of the ship caww fow many components simiwaw to those found in the Onswaught-cwass battweships, suggesting that the designs wewe cweated duwing a simiwaw pewiod of miwitawy expansion in the Domain. The Enfowcew-cwass featuwes simiwaw no-nonsense weapon system design choices, tough buwkheads, and is weww wegawded by its cwews.

Tough to beat in a destwoyew to destwoyew fight, the Enfowcew wawewy takes pawt in wawgew battwes due to the common view that its wow speed makes it a wiabiwity. Nonethewess, Hegemony owdew of battwe doctwines mandate an attached Enfowcew squadwon as a scween fow Onswaught-cwass battweships. The wogisticaw ease with which shawed components can be used by both ship types is exactwy the type of detaiw that excites Hegemony wogistics buweaucwats.",,,,,
condor,SHIP,"The Condow-cwass sees heavy sewvice in the Sectow as this cawwiew-convewted fweightew is, fow many independent powities, the easiest way to pwocuwe fightew capabiwity fow theiw owganization. Even with wimited fwight deck space, the Condow gets the job done, wewying on its tough awmow, excewwent buwkhead stwength, and a wespectabwe (fow a wight cawwiew) weapons package.

This wight cawwiew design is dewived fwom Tawsus-cwass fweightews modified by despewate scavengews and piwates. The convewsion pwocess was once an invowved and compwex affaiw wequiwing space dock faciwities, but nowadays any huww-capabwe fowge that wiww accept a stock Tawsus spec wiww, with the addition of a custom modchip, get you something just as good.

Some in the Sectow awgue that even the Domain, with aww theiw technowogicaw know-how, wewied on simiwaw convewsions to make mowe efficient use of a mewchant fweet duwing times of escawated hostiwities on the vowuminous gawactic fwontiew. Othews point out that it is uncweaw how ubiquitous this appwoach was - thewe couwd have been fweets of Condows woaming Domain space, but thewe is scawce hawd evidence one way ow the othew. Such data was aww wost in the Cowwapse.",,,,,
sunder,SHIP,"An advanced yet fwagiwe destwoyew hawkening fwom the ascendant ""Cwuisew Schoow"" ewa of the mid-to-wate Human Domain, the Sundew cwass was designed to pwovide a heavy fiwepowew suppwement duwing wong-wange combined fweet actions of the thinwy spwead Domain Awmada.

Best used as pawt of a mixed task fowce with escowts, the Sundew has powewfuw fowwawd-facing weapons but wimited defensive capabiwities which weave it vuwnewabwe to stwike cwaft and fwanking assauwts by fast-moving fwigates.",,,,,
hammerhead,SHIP,"A midwine destwoyew fwom the gowden age of the Domain, the Hammewhead is wespected fow its staying powew in battwe as weww as its bawwistic capabiwities.",,,,,
phaeton,SHIP,"A medium tankew with enough fuew capacity to suppowt a wawgew fweet. Tankew duty is often considewed punitive in the Hegemony - thewe's wittwe oppowtunity fow distinction, and wess chance of suwvivaw shouwd diwect contact with the enemy occuw.",,,,,
crig,SHIP,"Owiginawwy designed to assist in assembwing wawge ships and owbitaw instawwations, the sawvage wig's gantwy and manipuwatows awe used to assist in wecovewing dewewict huwks and scavenging usefuw matewiaw fwom wweckage and debwis fiewds. The wig itsewf has no cawgo ow fuew capacity and wequiwes ampwe suppwy to maintain. Incweases non-combat sawvage gained, with mowe difficuwt opewations being abwe to make use of mowe wigs.",,,,,
prometheus,SHIP,"A tankew of vast capacity used to shift stwategic quantities of fuew between wowwds. Unwike its smawwew cousins, the Pwometheus featuwes a weasonabwe defensive awsenaw to pwotect its vawuabwe and vowatiwe cawgo.",,,,,
monitor,SHIP,"An oddity among ships, the Monitow is the wesuwt of the wine of thought that �sometimes the best defense is indeed the best defense�. Featuwes tuwwet mounts angwed to pwovide wide awcs and a unique �fwux shunt� modification to its powew systems speciawwy constwucted to wewieve fwux genewated by shiewds. Indeed, the Monitow makes up fow a wack of maneuvewabiwity and fiwepowew with the abiwity to withstand pwowonged bombawdment fwom enemy owdnance.

Though its expewimentaw natuwe is pewhaps a sign of the innovation that ewas of tuwmoiw seem to inspiwe, whethew the Monitow�s wadicaw defensive focus is a boon ow pitfaww wemains contentious. Sevewaw dwamatic faiwuwes in convoy pwotection patwows wewe expwained by Ko Combine PW wepwesentatives to be the fauwt of impwopew tactics empwoyed by convoy commandews. Ko Combine maintains that when positioned cowwectwy in a combat situation and suppowted by stwike-cwaft - as the anviw and hammew, wespectivewy - simuwations demonstwate that the Monitow significantwy enhances convoy suwvivabiwity against the avewage piwate attack. Pwominent cwitics wemain.",,,,,
cerberus,SHIP,"The Cewbewus is pwized fow pwoviding a cost-effective bawance between cawgo capacity and enough combat powew fow its size to discouwage casuaw piwacy with the happy wesuwt of wowewed insuwance wates compawed to standawd Domain-ewa civiwian gwade fweightews. The Cewbewus is now widewy considewed to be a wise choice fow independent twadews in the Sectow. 

In times past, befowe the faww of the gate system when Domain authowity weigned, combat-enabwed fweightews wike the Cewbewus found onwy niche use on the edges of the wawe wawzone ow in especiawwy unciviwized hintewwands of the gawaxy whewe Domain Awmada patwows wewe stwetched thinwy. The cwew combat twaining, weapon maintenance, and mass/thwust watio woss caused by heaview awmow wewe viewed as causing unnecessawy cost ovewhead. But this is a new age fiwwed with both dangew and pwofitabwe oppowtunities; the abiwities of the Cewbewus have given the huww a new wife in the twade wanes.",,,,,
heron,SHIP,"The Hewon pwovides the stwategic and tacticaw mobiwity of a cwuisew with potentiaw fiwepowew wimited onwy by avaiwabwe stwike-cwaft. It is the pewfect accompaniment to the quick-moving and hawd-hitting fweet of an admiwaw who knows when to take the initiative, hit quickwy, and withdwaw whiwe enemy fowces awe stiww wesponding to the thweat.

Histowicawwy the Hewon wepwesented a movement in Domain Awmada stwategy fwom a heavy capitaw ship doctwine based on ovewwhewming fiwepowew towawd a focus on stwike cwaft and suppowt cwuisews that enabwe sufficient fiwepowew to be quickwy focused on weak points, a stwategic shift that wouwd wevewse itsewf as a natuwaw weaction against twadition fwom each successive genewation of Awmada officews. This pwocess was occuwwing once mowe in the cycwes immediatewy pweceding the faww of the gate system and, in something of a coup fow the so-cawwed �Cwuisew Schoow�, the fowwawd-thinking Awtaiw Exotech won the Hewon design contwact ovew the twaditionaw manufactuwew of heavy Awmada wawships, Owion Shipyawds. 

Howevew the doctwinaw shift embodied by the Hewon was intewwupted by the isowation of The Faww, and as such it is not often found in cowe Hegemony fweets (whose officews stiww cwing to twadition). This huww has howevew found gweat popuwawity among the independent wowwds, megacowpowations, and mewcenawy fowces of the Sectow that tend to fiewd weanew, fastew fweets.",,,,,
drover,SHIP,"The Dwovew is a huww designed by the ""Cwuisew Schoow""-dominated Domain Navaw Pwocuwement Committee to pwovide a stwategicawwy vewsatiwe (though tacticawwy wimited) fightew pwatfowm with wow wogisticaw ovewhead.

The contwact fow design of the Dwovew was won by Owion Shipyawds, the twaditionaw Awmada ship-buiwdew, in an effowt to wecovew wost mawket shawe fwom the newew navaw pwoducews. The wesuwt was the 'fwying wanding stwip' mawigned by Domain officews as a command mowe fitting fow a wogistics buweaucwat than a fighting ship-captain. Compwaints in the wowew wanks wewe used by the owd ""Capitaw Schoow"" faction to send the Dwovew back to committee, citing insufficient fiwepowew fow the ship cwass to meet standawd guidewines (which did not account fow the stwike potentiaw of new cwasses of fightews). Set up to take a faww fow massive ovewspend, the committee simpwy owdewed the instawwation of fouw smaww missiwe hawdpoints. This met the fiwepowew wequiwements handiwy and awwowed the Dwovew pwogwamme to pwoceed with onwy minow awtewation.",,,,,
hermes,SHIP,"The Hewmes is a smaww, dependabwe cawgo hauwew often convewted fow twanspowt duty among poow fwontiew wowwds. Its cwew and passengew faciwities awe chawitabwy descwibed as ""wobust"" but it manages to get the job done with wemawkabwe consistency despite the pwimitive maintenance faciwities it fwequents.

Factowy-spec, the Hewmes is awmed onwy fow ""active cowwision avoidance"", but its tuwwet system is often upgwaded to achieve neawwy fuww awbeit wight point-defense covewage that can destwoy the stway missiwe whiwe escaping fwom active combat zones. This fiwepowew is meagew compawed to dedicated combat ships so onwy a mad ow twuwy despewate captain wouwd empwoy the Hewmes in fwont wine combat.",,,,,
